"doc","language"
"Ábrándokat kergetnek.","hun"
"She cannot play the piano.","eng"
"She simply wept a river of tears before her father's grave.","eng"
"Gut oder schlecht werden wir erst in der Gesellschaft anderer Leute.","deu"
"Ssawḍent ɣer yeswi-nsent.","ber"
"Io ho già letto questo rapporto.","ita"
"Is it necessary for all of us to do that?","eng"
"sina wile ala pali e moku ante tawa jan ali.","toki"
"Pedi a chave de fenda emprestada a um amigo.","por"
"कमरे में आइए।","hin"
"So che vi aspettavate Tom qui.","ita"
"Mi tiel ŝatas vian robon, ke mi ŝatus, ke estu butono ""mi ŝatas"", kiun mi povus premi.","epo"
"Tiu kormorano perdis la flugokapablon.","epo"
"Tom i Mary rozmawiali ze sobą w języku, którego nie rozpoznałem.","pol"
"Tüm insanların ölümlü olduğunu biliyoruz.","tur"
"Er hatte es satt, die ganze Zeit von Leuten verunglimpft zu werden, die neidisch auf sein Können waren.","deu"
"Я сказал Тому не врать.","rus"
"Mä lähetin sulle kirjeen.","fin"
"Je ne savais plus trop quoi dire.","fra"
"I'm extremely tired.","eng"
"Mi kredas ŝin mensogulino.","epo"
"Tom olanlara üzülüyor.","tur"
"Noi siamo comprensivi.","ita"
"Te lehetnél a testőre.","hun"
"We're not buying it.","eng"
"Tu m'as menti.","fra"
"Ich muss mich bei Tom entschuldigen.","deu"
"Kijavítottam a kéziratomat.","hun"
"Где ты научилась так танцевать?","rus"
"Как получить разрешение на приобретение и хранение оружия?","rus"
"Both Tom and Mary have worked in Boston.","eng"
"Ми поцілувалися.","ukr"
"El camino discurre entre dos colinas.","spa"
"По-моему, довольно топорно сделано.","rus"
"Şartlar daha da kötüleşemez.","tur"
"Me gustaría que esta reunión no durara más de veinte minutos.","spa"
"Das ist nichts, worüber ich mir jetzt Gedanken machen möchte.","deu"
"Kiu rompis ĉi tiun fenestron?","epo"
"手術の前に彼は注射をされた。","jpn"
"Tu energía parece inagotable.","spa"
"Сестра врала мне.","rus"
"Te amúgy sem szereted a csokoládét. Így van?","hun"
"spaji mi","jbo"
"Kötü yaralandığınız için üzgünüm.","tur"
"A maior vergonha do ser humano é ser difamado.","por"
"Hayatı için savaşıyor.","tur"
"Ich wollte mit dir über den Vorfall reden.","deu"
"Му се закануваше ли на Том?","mkd"
"Skorzystajmy z tej szansy.","pol"
"Il dévoila sa véritable intention.","fra"
"Ödemek için yeterli paramız olmadığı için o siparişi iptal etmek zorunda kaldım.","tur"
"Сјајно е.","mkd"
"En dråbe blod.","dan"
"Mi devas kompensi perditan tempon.","epo"
"Otobüsün yakında geleceğini umuyorum.","tur"
"Z tamtego wzgórza jest bardzo dobry widok.","pol"
"Er findet, dass es sehr schwer ist, einen Tag lang ohne Zigarette auszukommen.","deu"
"¿Qué palabra es esta?","spa"
"टॉमला कॉफी आवडते.","mar"
"Sono nuove.","ita"
"O telefon rehberini bana ver.","tur"
"Häntä lukuunottamatta kukaan muu ei tullut juhliin.","fin"
"Io voglio parlare con Tom da sola.","ita"
"Ça m'est égal que vous soyez occupées. Je vous prie de m'aider maintenant.","fra"
"She came here as soon as she heard it.","eng"
"You might have prevented the accident if you hadn't been so inattentive.","eng"
"Her efforts were crowned with victory.","eng"
"Tom said that Mary is seldom late.","eng"
"Tomas - tai vaikinas, apie kurį tau pasakojau.","lit"
"人びとは彼を偉大な科学者だと思った。","jpn"
"Am umplut trei caiete.","ron"
"Tom asked me, ""Did Alice see Mary the day before yesterday?""","eng"
"Han är vid hennes sida.","swe"
"Non riusciamo ancora ad andare a Boston.","ita"
"Ich bekomme monatliche Zuwendungen von fünfzigtausend Yen.","deu"
"Miksi et tullut juhliin eilen?","fin"
"Der Bäcker ist ein guter Mensch.","deu"
"Ur tettasem.","ber"
"Lo voglio veramente aiutare.","ita"
"Is Tom on his way?","eng"
"よくあることだが彼は家にいなかった。","jpn"
"Тобі подобається вчитися?","ukr"
"Das Schweigen ist die schwerste Verfolgung. Niemals haben die Heiligen geschwiegen.","deu"
"Жонгуо ес ун лингуа моносилабал.","lfn"
"Zając bardzo szybko biega.","pol"
"John non può vivere a Londra adesso.","ita"
"Eu preciso de um amigo.","por"
"Fiquei muito orgulhoso do meu filho.","por"
"Onkoha toi Tom?","fin"
"O, okul bittikten sonra sınıfta oyalandı.","tur"
"Prova questo.","ita"
"Sed regna Tyri germanus habebat / Pygmalion, scelere ante alios immanior omnes.","lat"
"Ich bin ein Schloss ohne Schlüssel.","deu"
"Ő az egyetlen, aki túlélte.","hun"
"Il existe des milliers de langues dans le monde entier, mais l'espéranto est le seul pont vers tous ceux qui les parlent.","fra"
"כתבו עליה בעיתון הרבה דברים.","heb"
"Sen gözlerini direkt güneş ışığından korumalısın.","tur"
"Это моя картина.","rus"
"Vi har ikke råd til å feile.","nob"
"Tom has been in his office all morning.","eng"
"À qui est cette voiture ?","fra"
"Le previsioni dicono che domani pomeriggio pioverà.","ita"
"Három részre van osztva.","hun"
"It's instinct.","eng"
"Ta profese je lákavá pro ženy.","ces"
"Noi nuotavamo.","ita"
"Todas as plantas precisam de água e luz.","por"
"Li laboras en uzino.","epo"
"Ils étaient en train de s'amuser.","fra"
"Lasst uns auf den Rasen sitzen gehen.","deu"
"Tudod, Tomnak igaza volt.","hun"
"Hai qualche problema di comprensione?","ita"
"They don't think about the poor children who are dying of hunger.","eng"
"O que você faria se fracassasse?","por"
"Аз съм против.","bul"
"Ohne Nachlass kostet die Reise zweitausend Euro.","deu"
"I'll let you speak to her.","eng"
"A gyerek csak megjátszotta, hogy sír, azért hogy sajnálják.","hun"
"Älä mieti hintaa.","fin"
"Том току-що го направи.","bul"
"Oí un ruiseñor japonés.","spa"
"Die boeken zijn van mij.","nld"
"Mi havas urĝan bezonon de kuraciloj.","epo"
"mi na'e sanji da poi mi ba zukte","jbo"
"Yenɣel akk ukeffay-nni.","ber"
"Tom non gioca molto bene a tennis.","ita"
"Tom ging rasch aus dem Zimmer.","deu"
"כן, אני מכיר אותה ומכבד אותה.","heb"
"J'ai un cheval roux.","fra"
"Es war nicht direkt ein Geheimnis.","deu"
"Pwede kang pumili kahit ano sa mga iyon.","tgl"
"Какой превосходный удар!","rus"
"ここで煙草を吸うのはご遠慮くださいませんか。","jpn"
"Piangete spesso?","ita"
"Mabuhay nang pabongga-bongga.","tgl"
"תום ומרי ילדים טובים.","heb"
"Они пытаются с ней связаться.","rus"
"Estland verbetert de kinderbescherming naar Noors voorbeeld.","nld"
"Я попросил Тома одолжить мне денег.","rus"
"Гледав досега.","mkd"
"要是你和我們一起來就好了。","cmn"
"खूप मजा आली.","mar"
"素数は無限に存在する。これに就いては、ユークリッドが既に論理的な背理法を用いて、こんにちもなお適用できる証明をしていた。","jpn"
"Tom told me there was someone who wanted to see me.","eng"
"Tom told the judge he was sorry.","eng"
"Ŝi decidiĝis sin helpi per kirurgio.","epo"
"I'm tougher than I look.","eng"
"Sanırım Fransızca'da oldukça iyisin.","tur"
"Eso es realmente extraño.","spa"
"Seja bem-vinda!","por"
"Ich wollte Tom nicht so fest schlagen.","deu"
"Wie viele Kameras haben Sie?","deu"
"Ich werde es ihm erklären, bis er es versteht.","deu"
"Tewɛeṛ aṭas tefṛensist. Ur cikkeɣ ad tt-lemdeɣ.","ber"
"O, buz kadar soğuk.","tur"
"Tom was pleased, but Mary wasn't.","eng"
"La parolado de Tom estis tre interesa.","epo"
"I wish I could show you the pretty ice on the trees.","eng"
"Aprobé el examen por los pelos.","spa"
"Και τι θα κάνουμε;","ell"
"Mi fajfas pri via pasinteco.","epo"
"Том получил тройку за тест.","rus"
"Apádról nem kérdeztek semmit?","hun"
"Farelerden korkuyor musunuz?","tur"
"O zengin. Bunu sen denemelisin.","tur"
"すべての会員のうち、５分の４はその計画に反対だった。","jpn"
"Tom won't come to Australia until next week.","eng"
"それは大問題だ。","jpn"
"Tom rimarrà per cena.","ita"
"Tom futbol oynarken kolunu kırdı.","tur"
"qaboQ.","tlh"
"אני טיפה מצוננת.","heb"
"I feel she's still in love with me.","eng"
"Ang baho ng sapatos mo.","tgl"
"Его авторы - известные архитекторы Жандарбек Малибеков и Шот-Аман Уалиханов.","rus"
"彼の会社は自動車の輸出で利益を上げている。","jpn"
"Non ho inteso sfruttare il suo lavoro. Lei sarà ricompensato secondo contratto.","ita"
"Grubun geri kalanı nerede?","tur"
"Io sono arrivato a casa e poi ho mangiato.","ita"
"Ти б хотів ще одного кота?","ukr"
"Everybody seems to like her.","eng"
"Das Mädel hatte zwar ordentlich Holz vor der Hütte, aber leider nicht alle Tassen im Schrank.","deu"
"John is in the swimming club.","eng"
"Es ist heiß hier, ich werde mal die Klimaanlage anmachen.","deu"
"Siyá ay nakahigâ sa sofá, ang mga matá'y nakapikít.","tgl"
"לא גנבתי כלום.","heb"
"你耶誕節得到了什麼?","cmn"
"tu'laHbe' tam.","tlh"
"Έχω έναν φίλο.","ell"
"Seulement en interdisant les armes nucléaires, tous ensemble, nous pouvons arrêter la course aux armes.","fra"
"Li lerte elturniĝas kun la virinoj.","epo"
"Тома вчера отпустили с работы, потому что он заболел.","rus"
"I longed for you deeply.","eng"
"Tam olarak yapmanı söylediğimiz şeyi yap.","tur"
"Li malaperis, tuj kiam li vidis min.","epo"
"Tagon post tago la hundo sidis antaŭ la stacidomo atendante sian mastron.","epo"
"Меня сильно покусали комары.","rus"
"D idrimen kan ay bɣiɣ.","ber"
"Bunu şimdi yapamayız.","tur"
"こつさえ覚えれば、朝飯前ですよ。","jpn"
"What's your most valuable possession?","eng"
"Ты сегодня просто куколка!","rus"
"Amikeco — tio estas korduopo duoniganta ŝarĝon.","epo"
"Если мы не покончим с войной, война покончит с нами.","rus"
"Bunu düşünün.","tur"
"Том само сакаше Мери да учи повеќе.","mkd"
"Poznałem ją kiedy zbliżała się do trzydziestki.","pol"
"Num quis tibi furtum fecit?","lat"
"Você poderia me dizer como posso ajustar o volume?","por"
"Tom and Mary didn't seem very angry, did they?","eng"
"Я ударил его по голове.","rus"
"Bir aptal gibi görünmeliyim.","tur"
"他们争吵后，一周都没有再说话。","cmn"
"You could at least return her calls.","eng"
"Я не могу сосчитать, сколько раз Том уже жаловался на это.","rus"
"Lui non ne era felice.","ita"
"Ĉu vi deziras varman ĉokoladon?","epo"
"Where are you going? ""I'm going to Boston.""","eng"
"Silente sin ĉirkaŭbrakas tro laciĝintaj vojaĝantoj.","epo"
"La pozicio de la loĝantaro rilate al la eklezio variadas.","epo"
"食べることは私にとって快い","jpn"
"Mi paciencos ankoraŭ kvin minutojn.","epo"
"エスペラントを話しますか。","jpn"
"Li ne povas fronti la veron.","epo"
"आज टॉमला पाहिलं आहेस का? ""नाही, नाही पाहिलंय.""","mar"
"Tom sapeva che ero infastidita.","ita"
"Sanırım o evet anlamına geliyor.","tur"
"Я зараз зайнятий, тому не можу цього зробити.","ukr"
"Ur ssidireɣ yiwen.","ber"
"Сакам да го пробам ова.","mkd"
"Na jej twarzy widać było ślady smutku.","pol"
"В Германии Вы являетесь несовершеннолетним, если Вам меньше 18 лет.","rus"
"Tiam mi ekkonsciis: Mi... mi ne plu havis panjon.","epo"
"Tom'un Mary ve John'un birbirleriyle flört ettikleri konusunda hiçbir kuşkusu yok.","tur"
"Yıllardır burada çalışıyorum.","tur"
"ma li pona ala pona tawa sina?","toki"
"Закон больше не имеет силы.","rus"
"Tom lubi przesiadywać na plaży wczesnym rankiem.","pol"
"Tom was really drunk last night. He probably didn't even know what he was saying.","eng"
"Sono molto più coraggioso di Tom.","ita"
"Voglio essere sicuro che Tom sia colpevole.","ita"
"I think Tom didn't go jogging yesterday, but I'm not sure.","eng"
"Panna młoda zaśmiała się nagle.","pol"
"Come si chiama il ristorante?","ita"
"Ты ещё слишком молод для получения водительских прав.","rus"
"Isto nunca aconteceu.","por"
"良薬口に苦し。","jpn"
"Süt ve şekere ihtiyacın var mı?","tur"
"暗すぎる。","jpn"
"Nous pensions qu'il était absurde que tu sois puni.","fra"
"Paper burns quickly.","eng"
"Ich sag das nur einmal. Also pass gut auf!","deu"
"तुम्ही टर्की कधी खाता?","mar"
"Remélem, van egy jobb terv is a tarsolyodban.","hun"
"O que você fez com isso?","por"
"Eve sólo bebe café.","spa"
"Gli oggetti in bronzo sono costituiti in gran parte da leghe di rame e stagno.","ita"
"Ты поругалась с Томом?","rus"
"Lliɣ stenyayeɣ iguta.","ber"
"Dum li kuris, lia kruro rompiĝis.","epo"
"Penso che Tom e Mary siano al sicuro.","ita"
"Οι αδελφοί γράφουν.","ell"
"Keşke bize yardım etmek için Tom burada olsa.","tur"
"Nie hilft mir Tom.","deu"
"Ăn cơm không rau như nhà giàu chết không nhạc.","vie"
"The sound of shouting grew faint.","eng"
"Том не тот, за кого себя выдаёт.","rus"
"Mi ne imagas, ke ni havas la elekton.","epo"
"Elles regardaient une belle image.","fra"
"We'll see you next week on Monday.","eng"
"Miaj manoj facile atingas miajn piedfingrojn.","epo"
"Mi ara sṭerḍqeɣ iḍudan-inu, ad d-takiḍ.","ber"
"L'homme le plus heureux est celui qui fait le bonheur d'un plus grand nombre d'autres.","fra"
"Žao mi je ako sam vas razočarala.","srp"
"Пожалуйста, скажи мне, чего ты хочешь.","rus"
"Том не хочет так жить.","rus"
"Kiu diros, kiu estas la plej bona?","epo"
"A bátyád nem jól számolt.","hun"
"A teherautódban van.","hun"
"What courses do you teach?","eng"
"Lei pensa che Tom e Mary fossero annoiati?","ita"
"Che mi dici di te?","ita"
"Tom sorriu novamente.","por"
"Er hat es mir versprochen.","deu"
"Je suis désolée mais j'ai déjà un petit ami.","fra"
"Io es in un equipa de hockey.","ina"
"אנשים כנועים גורמים לי להרגיש לא בנוח.","heb"
"社会生活に関するかぎり、その進歩は実に遅々たるものであった。","jpn"
"Mi alvenis en Ĉinion.","epo"
"Ich weiß, ich kann auf Sie alle zählen.","deu"
"A special tax was imposed on imported cars.","eng"
"You owe Tom an apology.","eng"
"Ты слишком много думаешь!","rus"
